id,date,location,sector,classification,count,capacity,occupancy_rate
670,2024-01-05,Toronto,Women,Emergency,28,28,100
671,2024-01-05,Toronto,Youth,Emergency,27,27,100
672,2024-01-05,Etobicoke,Youth,Emergency,33,33,100
673,2024-01-05,Etobicoke,Youth,Transitional,19,20,95
674,2024-01-05,Scarborough,Youth,Emergency,10,10,100
675,2024-01-05,Scarborough,Youth,Transitional,40,41,97.56
678,2024-01-06,Toronto,Mixed Adult,Emergency,8,8,100
683,2024-01-06,Toronto,Men,Emergency,42,42,100
684,2024-01-06,Toronto,Men,Emergency,30,30,100
685,2024-01-06,Toronto,Mixed Adult,Emergency,19,20,95
688,2024-01-06,Toronto,Mixed Adult,Emergency,41,48,85.42
689,2024-01-06,Toronto,Men,Transitional,12,18,66.67
694,2024-01-06,Toronto,Men,Transitional,63,68,92.65
695,2024-01-06,Toronto,Men,Transitional,46,48,95.83
696,2024-01-06,Toronto,Men,Emergency,101,101,100
700,2024-01-06,Toronto,Mixed Adult,Transitional,92,93,98.92
701,2024-01-06,Toronto,Men,Emergency,62,62,100
702,2024-01-06,Toronto,Men,Emergency,67,67,100
703,2024-01-06,Toronto,Men,Emergency,119,119,100
704,2024-01-06,Toronto,Men,Transitional,30,36,83.33
705,2024-01-06,Toronto,Men,Emergency,16,16,100
706,2024-01-06,Toronto,Men,Emergency,53,53,100
707,2024-01-06,Toronto,Men,Emergency,105,105,100
708,2024-01-06,Toronto,Mixed Adult,Transitional,32,35,91.43
715,2024-01-06,Toronto,Women,Emergency,88,88,100
716,2024-01-06,Toronto,Men,Emergency,28,28,100
717,2024-01-06,Toronto,Youth,Transitional,2,2,100
718,2024-01-06,Toronto,Youth,Emergency,94,94,100
719,2024-01-06,Toronto,Youth,Emergency,30,30,100
720,2024-01-06,Toronto,Youth,Transitional,27,28,96.43
721,2024-01-06,Toronto,Mixed Adult,Emergency,78,78,100
722,2024-01-06,Toronto,Mixed Adult,Emergency,119,119,100
723,2024-01-06,Scarborough,Mixed Adult,Emergency,50,50,100
725,2024-01-06,Toronto,Mixed Adult,Emergency,62,62,100
726,2024-01-06,Toronto,Men,Emergency,30,30,100
727,2024-01-06,Toronto,Mixed Adult,Emergency,22,25,88
728,2024-01-06,Toronto,Youth,Transitional,49,50,98
729,2024-01-06,Toronto,Youth,Emergency,40,40,100
731,2024-01-06,Toronto,Mixed Adult,Transitional,5,5,100
732,2024-01-06,Toronto,Mixed Adult,Transitional,7,11,63.64
733,2024-01-06,Toronto,Women,Transitional,37,37,100
734,2024-01-06,Toronto,Women,Transitional,23,25,92
735,2024-01-06,Toronto,Women,Emergency,51,52,98.08
736,2024-01-06,Toronto,Women,Emergency,36,36,100
737,2024-01-06,Toronto,Mixed Adult,Emergency,70,70,100
739,2024-01-06,Toronto,Mixed Adult,Emergency,63,70,90
740,2024-01-06,Toronto,Mixed Adult,Emergency,43,58,74.14
741,2024-01-06,Toronto,Mixed Adult,Emergency,119,119,100
744,2024-01-06,Toronto,Men,Transitional,23,25,92
745,2024-01-06,Toronto,Men,Emergency,35,35,100
746,2024-01-06,Toronto,Men,Transitional,4,5,80
748,2024-01-06,Toronto,Women,Emergency,61,61,100
749,2024-01-06,Toronto,Mixed Adult,Emergency,110,110,100
750,2024-01-06,Toronto,Men,Emergency,34,34,100
751,2024-01-06,Toronto,Women,Emergency,66,66,100
752,2024-01-06,Toronto,Men,Emergency,74,74,100
753,2024-01-06,Scarborough,Mixed Adult,Emergency,89,89,100
755,2024-01-06,North York,Men,Emergency,278,278,100
756,2024-01-06,North York,Women,Emergency,132,132,100
757,2024-01-06,North York,Men,Emergency,5,6,83.33
758,2024-01-06,North York,Women,Emergency,4,4,100
760,2024-01-06,Toronto,Mixed Adult,Emergency,36,36,100
763,2024-01-06,Toronto,Mixed Adult,Emergency,83,83,100
764,2024-01-06,Toronto,Mixed Adult,Emergency,49,49,100
765,2024-01-06,Toronto,Youth,Emergency,45,45,100
766,2024-01-06,Toronto,Youth,Emergency,23,23,100
767,2024-01-06,Toronto,Mixed Adult,Emergency,30,30,100
768,2024-01-06,Toronto,Men,Emergency,54,54,100
769,2024-01-06,Toronto,Men,Transitional,15,17,88.24
770,2024-01-06,Toronto,Youth,Emergency,11,12,91.67
771,2024-01-06,Toronto,Youth,Emergency,12,15,80
772,2024-01-06,Toronto,Women,Emergency,16,16,100
773,2024-01-06,Toronto,Women,Transitional,20,20,100
774,2024-01-06,Toronto,Women,Emergency,31,31,100
775,2024-01-06,Toronto,Women,Emergency,39,39,100
776,2024-01-06,Toronto,Women,Transitional,30,30,100
777,2024-01-06,Toronto,Mixed Adult,Emergency,72,72,100
779,2024-01-06,Toronto,Women,Emergency,30,30,100
782,2024-01-06,Toronto,Mixed Adult,Emergency,94,94,100
784,2024-01-06,Toronto,Women,Emergency,85,85,100
786,2024-01-06,Toronto,Men,Emergency,78,78,100
788,2024-01-06,Toronto,Men,Emergency,264,264,100
790,2024-01-06,Toronto,Men,Emergency,52,52,100
791,2024-01-06,Toronto,Men,Emergency,46,46,100
792,2024-01-06,Toronto,Women,Emergency,37,37,100
793,2024-01-06,Toronto,Men,Emergency,71,71,100
794,2024-01-06,Toronto,Men,Emergency,50,50,100
796,2024-01-06,Toronto,Mixed Adult,Emergency,6,6,100
797,2024-01-06,Toronto,Youth,Emergency,35,35,100
798,2024-01-06,Toronto,Mixed Adult,Emergency,32,32,100
801,2024-01-06,Toronto,Youth,Emergency,40,40,100
802,2024-01-06,Toronto,Youth,Transitional,25,25,100
803,2024-01-06,Toronto,Women,Emergency,31,31,100
804,2024-01-06,Toronto,Youth,Emergency,31,31,100
805,2024-01-06,Toronto,Women,Emergency,28,28,100
806,2024-01-06,Toronto,Youth,Emergency,27,27,100
807,2024-01-06,Etobicoke,Youth,Emergency,33,33,100
808,2024-01-06,Etobicoke,Youth,Transitional,19,20,95
809,2024-01-06,Scarborough,Youth,Emergency,10,10,100
810,2024-01-06,Scarborough,Youth,Transitional,40,41,97.56
813,2024-01-07,Toronto,Mixed Adult,Emergency,8,8,100
818,2024-01-07,Toronto,Men,Emergency,42,42,100
819,2024-01-07,Toronto,Men,Emergency,30,30,100
820,2024-01-07,Toronto,Mixed Adult,Emergency,15,15,100
823,2024-01-07,Toronto,Mixed Adult,Emergency,39,48,81.25
824,2024-01-07,Toronto,Men,Transitional,12,18,66.67
829,2024-01-07,Toronto,Men,Transitional,63,68,92.65
830,2024-01-07,Toronto,Men,Transitional,46,48,95.83
831,2024-01-07,Toronto,Men,Emergency,101,101,100
835,2024-01-07,Toronto,Mixed Adult,Transitional,92,93,98.92
836,2024-01-07,Toronto,Men,Emergency,62,62,100
837,2024-01-07,Toronto,Men,Emergency,67,67,100
838,2024-01-07,Toronto,Men,Emergency,120,120,100
839,2024-01-07,Toronto,Men,Transitional,33,36,91.67
840,2024-01-07,Toronto,Men,Emergency,16,16,100
841,2024-01-07,Toronto,Men,Emergency,53,53,100
842,2024-01-07,Toronto,Men,Emergency,105,105,100
843,2024-01-07,Toronto,Mixed Adult,Transitional,33,35,94.29
850,2024-01-07,Toronto,Women,Emergency,88,88,100
851,2024-01-07,Toronto,Men,Emergency,28,28,100
852,2024-01-07,Toronto,Youth,Transitional,2,2,100
853,2024-01-07,Toronto,Youth,Emergency,94,94,100
854,2024-01-07,Toronto,Youth,Emergency,30,30,100
855,2024-01-07,Toronto,Youth,Transitional,27,28,96.43
856,2024-01-07,Toronto,Mixed Adult,Emergency,78,78,100
857,2024-01-07,Toronto,Mixed Adult,Emergency,119,119,100
858,2024-01-07,Scarborough,Mixed Adult,Emergency,50,50,100
860,2024-01-07,Toronto,Mixed Adult,Emergency,62,62,100
861,2024-01-07,Toronto,Men,Emergency,30,30,100
862,2024-01-07,Toronto,Youth,Transitional,49,50,98
863,2024-01-07,Toronto,Youth,Emergency,40,40,100
865,2024-01-07,Toronto,Mixed Adult,Transitional,5,5,100
866,2024-01-07,Toronto,Mixed Adult,Transitional,7,11,63.64
867,2024-01-07,Toronto,Women,Transitional,37,37,100
868,2024-01-07,Toronto,Women,Transitional,23,25,92
869,2024-01-07,Toronto,Women,Emergency,52,52,100
870,2024-01-07,Toronto,Women,Emergency,36,36,100
871,2024-01-07,Toronto,Mixed Adult,Emergency,70,70,100
873,2024-01-07,Toronto,Mixed Adult,Emergency,62,70,88.57
874,2024-01-07,Toronto,Mixed Adult,Emergency,42,43,97.67
875,2024-01-07,Toronto,Mixed Adult,Emergency,118,119,99.16
878,2024-01-07,Toronto,Men,Transitional,23,25,92
879,2024-01-07,Toronto,Men,Emergency,35,35,100
880,2024-01-07,Toronto,Men,Transitional,4,5,80
882,2024-01-07,Toronto,Women,Emergency,61,61,100
883,2024-01-07,Toronto,Mixed Adult,Emergency,110,110,100
884,2024-01-07,Toronto,Men,Emergency,34,34,100
885,2024-01-07,Toronto,Women,Emergency,66,66,100
886,2024-01-07,Toronto,Men,Emergency,74,74,100
887,2024-01-07,Scarborough,Mixed Adult,Emergency,89,89,100
889,2024-01-07,North York,Men,Emergency,278,278,100
890,2024-01-07,North York,Women,Emergency,132,132,100
891,2024-01-07,North York,Men,Emergency,6,6,100
892,2024-01-07,North York,Women,Emergency,4,4,100
894,2024-01-07,Toronto,Mixed Adult,Emergency,36,36,100
897,2024-01-07,Toronto,Mixed Adult,Emergency,82,83,98.8
898,2024-01-07,Toronto,Mixed Adult,Emergency,49,49,100
899,2024-01-07,Toronto,Youth,Emergency,45,45,100
900,2024-01-07,Toronto,Youth,Emergency,23,23,100
901,2024-01-07,Toronto,Mixed Adult,Emergency,30,30,100
902,2024-01-07,Toronto,Men,Emergency,54,54,100
903,2024-01-07,Toronto,Men,Transitional,15,17,88.24
904,2024-01-07,Toronto,Youth,Emergency,11,12,91.67
905,2024-01-07,Toronto,Youth,Emergency,12,15,80
906,2024-01-07,Toronto,Women,Emergency,16,16,100
907,2024-01-07,Toronto,Women,Transitional,20,20,100
908,2024-01-07,Toronto,Women,Emergency,31,31,100
909,2024-01-07,Toronto,Women,Emergency,39,39,100
910,2024-01-07,Toronto,Women,Transitional,30,30,100
911,2024-01-07,Toronto,Mixed Adult,Emergency,72,72,100
913,2024-01-07,Toronto,Women,Emergency,30,30,100
916,2024-01-07,Toronto,Mixed Adult,Emergency,94,94,100
918,2024-01-07,Toronto,Women,Emergency,85,85,100
920,2024-01-07,Toronto,Men,Emergency,78,78,100
922,2024-01-07,Toronto,Men,Emergency,263,264,99.62
924,2024-01-07,Toronto,Men,Emergency,52,52,100
925,2024-01-07,Toronto,Men,Emergency,46,46,100
926,2024-01-07,Toronto,Women,Emergency,37,37,100
927,2024-01-07,Toronto,Men,Emergency,71,71,100
928,2024-01-07,Toronto,Men,Emergency,50,50,100
930,2024-01-07,Toronto,Mixed Adult,Emergency,6,6,100
931,2024-01-07,Toronto,Youth,Emergency,35,35,100
932,2024-01-07,Toronto,Mixed Adult,Emergency,32,32,100
935,2024-01-07,Toronto,Youth,Emergency,40,40,100
936,2024-01-07,Toronto,Youth,Transitional,25,25,100
937,2024-01-07,Toronto,Women,Emergency,31,31,100
938,2024-01-07,Toronto,Youth,Emergency,31,31,100
939,2024-01-07,Toronto,Women,Emergency,28,28,100
940,2024-01-07,Toronto,Youth,Emergency,27,27,100
941,2024-01-07,Etobicoke,Youth,Emergency,33,33,100
942,2024-01-07,Etobicoke,Youth,Transitional,19,20,95
943,2024-01-07,Scarborough,Youth,Emergency,10,10,100
944,2024-01-07,Scarborough,Youth,Transitional,40,41,97.56
947,2024-01-08,Toronto,Mixed Adult,Emergency,7,8,87.5
952,2024-01-08,Toronto,Men,Emergency,42,42,100
953,2024-01-08,Toronto,Men,Emergency,30,30,100
954,2024-01-08,Toronto,Mixed Adult,Emergency,9,13,69.23
957,2024-01-08,Toronto,Mixed Adult,Emergency,38,48,79.17
958,2024-01-08,Toronto,Men,Transitional,12,18,66.67
963,2024-01-08,Toronto,Men,Transitional,64,68,94.12
964,2024-01-08,Toronto,Men,Transitional,45,48,93.75
965,2024-01-08,Toronto,Men,Emergency,101,101,100
969,2024-01-08,Toronto,Mixed Adult,Transitional,92,93,98.92
970,2024-01-08,Toronto,Men,Emergency,62,62,100
971,2024-01-08,Toronto,Men,Emergency,67,67,100
972,2024-01-08,Toronto,Men,Emergency,120,120,100
973,2024-01-08,Toronto,Men,Transitional,34,36,94.44
974,2024-01-08,Toronto,Men,Emergency,16,16,100
975,2024-01-08,Toronto,Men,Emergency,53,53,100
976,2024-01-08,Toronto,Men,Emergency,105,105,100
977,2024-01-08,Toronto,Mixed Adult,Transitional,33,35,94.29
984,2024-01-08,Toronto,Women,Emergency,88,88,100
985,2024-01-08,Toronto,Men,Emergency,28,28,100
986,2024-01-08,Toronto,Youth,Transitional,2,2,100
987,2024-01-08,Toronto,Youth,Emergency,94,94,100
988,2024-01-08,Toronto,Youth,Emergency,30,30,100
989,2024-01-08,Toronto,Youth,Transitional,28,28,100
990,2024-01-08,Toronto,Mixed Adult,Emergency,78,78,100
991,2024-01-08,Toronto,Mixed Adult,Emergency,119,119,100
992,2024-01-08,Scarborough,Mixed Adult,Emergency,50,50,100
994,2024-01-08,Toronto,Mixed Adult,Emergency,62,62,100
995,2024-01-08,Toronto,Men,Emergency,30,30,100
996,2024-01-08,Toronto,Youth,Transitional,49,50,98
997,2024-01-08,Toronto,Youth,Emergency,40,40,100
999,2024-01-08,Toronto,Mixed Adult,Transitional,5,5,100
1000,2024-01-08,Toronto,Mixed Adult,Transitional,8,10,80
1001,2024-01-08,Toronto,Women,Transitional,37,37,100
1002,2024-01-08,Toronto,Women,Transitional,23,25,92
1003,2024-01-08,Toronto,Women,Emergency,51,52,98.08
1004,2024-01-08,Toronto,Women,Emergency,36,36,100
1005,2024-01-08,Toronto,Mixed Adult,Emergency,69,69,100
1007,2024-01-08,Toronto,Mixed Adult,Emergency,63,70,90
1008,2024-01-08,Toronto,Mixed Adult,Emergency,37,37,100
1009,2024-01-08,Toronto,Mixed Adult,Emergency,119,120,99.17
1012,2024-01-08,Toronto,Men,Transitional,24,25,96
1013,2024-01-08,Toronto,Men,Emergency,35,35,100
1014,2024-01-08,Toronto,Men,Transitional,4,5,80
1016,2024-01-08,Toronto,Women,Emergency,61,61,100
1017,2024-01-08,Toronto,Mixed Adult,Emergency,110,110,100
1018,2024-01-08,Toronto,Men,Emergency,34,34,100
1019,2024-01-08,Toronto,Women,Emergency,66,66,100
1020,2024-01-08,Toronto,Men,Emergency,73,73,100
1021,2024-01-08,Scarborough,Mixed Adult,Emergency,89,89,100
1023,2024-01-08,North York,Men,Emergency,278,278,100
1024,2024-01-08,North York,Women,Emergency,132,132,100
1025,2024-01-08,North York,Men,Emergency,6,6,100
1026,2024-01-08,North York,Women,Emergency,4,4,100
1028,2024-01-08,Toronto,Mixed Adult,Emergency,33,33,100
1031,2024-01-08,Toronto,Mixed Adult,Emergency,83,83,100
1032,2024-01-08,Toronto,Mixed Adult,Emergency,47,48,97.92
1033,2024-01-08,Toronto,Youth,Emergency,45,45,100
1034,2024-01-08,Toronto,Youth,Emergency,23,23,100
1035,2024-01-08,Toronto,Mixed Adult,Emergency,30,30,100
1036,2024-01-08,Toronto,Men,Emergency,54,54,100
1037,2024-01-08,Toronto,Men,Transitional,14,17,82.35
1038,2024-01-08,Toronto,Youth,Emergency,11,12,91.67
1039,2024-01-08,Toronto,Youth,Emergency,12,15,80
1040,2024-01-08,Toronto,Women,Emergency,16,16,100
1041,2024-01-08,Toronto,Women,Transitional,20,20,100
1042,2024-01-08,Toronto,Women,Emergency,31,31,100
1043,2024-01-08,Toronto,Women,Emergency,39,39,100
1044,2024-01-08,Toronto,Women,Transitional,30,30,100
1045,2024-01-08,Toronto,Mixed Adult,Emergency,72,72,100
1047,2024-01-08,Toronto,Women,Emergency,30,30,100
1050,2024-01-08,Toronto,Mixed Adult,Emergency,94,94,100
1052,2024-01-08,Toronto,Women,Emergency,85,85,100
1054,2024-01-08,Toronto,Men,Emergency,78,78,100
1056,2024-01-08,Toronto,Men,Emergency,264,264,100
1058,2024-01-08,Toronto,Men,Emergency,52,52,100
1059,2024-01-08,Toronto,Men,Emergency,46,46,100
1060,2024-01-08,Toronto,Women,Emergency,37,37,100
1061,2024-01-08,Toronto,Men,Emergency,71,71,100
1062,2024-01-08,Toronto,Men,Emergency,50,50,100
1064,2024-01-08,Toronto,Mixed Adult,Emergency,6,6,100
1065,2024-01-08,Toronto,Youth,Emergency,35,35,100
1066,2024-01-08,Toronto,Mixed Adult,Emergency,32,32,100
1069,2024-01-08,Toronto,Youth,Emergency,40,40,100
1070,2024-01-08,Toronto,Youth,Transitional,25,25,100
1071,2024-01-08,Toronto,Women,Emergency,31,31,100
1072,2024-01-08,Toronto,Youth,Emergency,31,31,100
1073,2024-01-08,Toronto,Women,Emergency,28,28,100
1074,2024-01-08,Toronto,Youth,Emergency,27,27,100
1075,2024-01-08,Etobicoke,Youth,Emergency,33,33,100
1076,2024-01-08,Etobicoke,Youth,Transitional,19,20,95
1077,2024-01-08,Scarborough,Youth,Emergency,10,10,100
1078,2024-01-08,Scarborough,Youth,Transitional,40,41,97.56
1081,2024-01-09,Toronto,Mixed Adult,Emergency,7,8,87.5
1086,2024-01-09,Toronto,Men,Emergency,42,42,100
1087,2024-01-09,Toronto,Men,Emergency,30,30,100
1088,2024-01-09,Toronto,Mixed Adult,Emergency,18,19,94.74
1091,2024-01-09,Toronto,Mixed Adult,Emergency,47,48,97.92
1092,2024-01-09,Toronto,Men,Transitional,12,18,66.67
1097,2024-01-09,Toronto,Men,Transitional,65,68,95.59
1098,2024-01-09,Toronto,Men,Transitional,45,48,93.75
1099,2024-01-09,Toronto,Men,Emergency,101,101,100
1103,2024-01-09,Toronto,Mixed Adult,Transitional,92,93,98.92
1104,2024-01-09,Toronto,Men,Emergency,62,62,100
1105,2024-01-09,Toronto,Men,Emergency,66,67,98.51
1106,2024-01-09,Toronto,Men,Emergency,121,121,100
1107,2024-01-09,Toronto,Men,Transitional,33,36,91.67
1108,2024-01-09,Toronto,Men,Emergency,16,16,100
1109,2024-01-09,Toronto,Men,Emergency,53,53,100
1110,2024-01-09,Toronto,Men,Emergency,104,105,99.05
1111,2024-01-09,Toronto,Mixed Adult,Transitional,33,35,94.29
1118,2024-01-09,Toronto,Women,Emergency,87,88,98.86
1119,2024-01-09,Toronto,Men,Emergency,28,28,100
1120,2024-01-09,Toronto,Youth,Transitional,2,2,100
1121,2024-01-09,Toronto,Youth,Emergency,94,94,100
1122,2024-01-09,Toronto,Youth,Emergency,30,30,100
1123,2024-01-09,Toronto,Youth,Transitional,28,28,100
1124,2024-01-09,Toronto,Mixed Adult,Emergency,78,78,100
1125,2024-01-09,Toronto,Mixed Adult,Emergency,119,119,100
1126,2024-01-09,Scarborough,Mixed Adult,Emergency,50,50,100
1128,2024-01-09,Toronto,Mixed Adult,Emergency,62,62,100
1129,2024-01-09,Toronto,Men,Emergency,30,30,100
1130,2024-01-09,Toronto,Mixed Adult,Emergency,21,40,52.5
1131,2024-01-09,Toronto,Youth,Transitional,49,50,98
1132,2024-01-09,Toronto,Youth,Emergency,40,40,100
1134,2024-01-09,Toronto,Mixed Adult,Transitional,5,5,100
1135,2024-01-09,Toronto,Mixed Adult,Transitional,8,10,80
1136,2024-01-09,Toronto,Women,Transitional,36,37,97.3
1137,2024-01-09,Toronto,Women,Transitional,23,25,92
1138,2024-01-09,Toronto,Women,Emergency,49,52,94.23
1139,2024-01-09,Toronto,Women,Emergency,36,36,100
1140,2024-01-09,Toronto,Mixed Adult,Emergency,69,69,100
1142,2024-01-09,Toronto,Mixed Adult,Emergency,64,70,91.43
1143,2024-01-09,Toronto,Mixed Adult,Emergency,59,60,98.33
1144,2024-01-09,Toronto,Mixed Adult,Emergency,113,120,94.17
1147,2024-01-09,Toronto,Men,Transitional,24,25,96
1148,2024-01-09,Toronto,Men,Emergency,35,35,100
1149,2024-01-09,Toronto,Men,Transitional,4,5,80
1151,2024-01-09,Toronto,Women,Emergency,61,61,100
1152,2024-01-09,Toronto,Mixed Adult,Emergency,110,110,100
1153,2024-01-09,Toronto,Men,Emergency,34,34,100
1154,2024-01-09,Toronto,Women,Emergency,66,66,100
1155,2024-01-09,Toronto,Men,Emergency,73,73,100
1156,2024-01-09,Scarborough,Mixed Adult,Emergency,89,89,100
1158,2024-01-09,North York,Men,Emergency,278,278,100
1159,2024-01-09,North York,Women,Emergency,132,132,100
1160,2024-01-09,North York,Men,Emergency,6,6,100
1161,2024-01-09,North York,Women,Emergency,4,4,100
1163,2024-01-09,Toronto,Mixed Adult,Emergency,37,37,100
1166,2024-01-09,Toronto,Mixed Adult,Emergency,83,83,100
1167,2024-01-09,Toronto,Mixed Adult,Emergency,49,49,100
1168,2024-01-09,Toronto,Youth,Emergency,45,45,100
1169,2024-01-09,Toronto,Youth,Emergency,23,23,100
1170,2024-01-09,Toronto,Mixed Adult,Emergency,30,30,100
1171,2024-01-09,Toronto,Men,Emergency,54,54,100
1172,2024-01-09,Toronto,Men,Transitional,14,17,82.35
1173,2024-01-09,Toronto,Youth,Emergency,11,12,91.67
1174,2024-01-09,Toronto,Youth,Emergency,12,15,80
1175,2024-01-09,Toronto,Women,Emergency,16,16,100
1176,2024-01-09,Toronto,Women,Transitional,20,20,100
1177,2024-01-09,Toronto,Women,Emergency,31,31,100
1178,2024-01-09,Toronto,Women,Emergency,39,39,100
1179,2024-01-09,Toronto,Women,Transitional,30,30,100
1180,2024-01-09,Toronto,Mixed Adult,Emergency,71,72,98.61
1182,2024-01-09,Toronto,Women,Emergency,30,30,100
1185,2024-01-09,Toronto,Mixed Adult,Emergency,94,94,100
1187,2024-01-09,Toronto,Women,Emergency,84,85,98.82
1189,2024-01-09,Toronto,Men,Emergency,78,78,100
1191,2024-01-09,Toronto,Men,Emergency,264,264,100
1193,2024-01-09,Toronto,Men,Emergency,52,52,100
1194,2024-01-09,Toronto,Men,Emergency,46,46,100
1195,2024-01-09,Toronto,Women,Emergency,37,37,100
1196,2024-01-09,Toronto,Men,Emergency,71,71,100
1197,2024-01-09,Toronto,Men,Emergency,50,50,100
1199,2024-01-09,Toronto,Mixed Adult,Emergency,6,6,100
1200,2024-01-09,Toronto,Youth,Emergency,35,35,100
1201,2024-01-09,Toronto,Mixed Adult,Emergency,32,32,100
1204,2024-01-09,Toronto,Youth,Emergency,40,40,100
1205,2024-01-09,Toronto,Youth,Transitional,25,25,100
1206,2024-01-09,Toronto,Women,Emergency,31,31,100
1207,2024-01-09,Toronto,Youth,Emergency,31,31,100
1208,2024-01-09,Toronto,Women,Emergency,28,28,100
1209,2024-01-09,Toronto,Youth,Emergency,27,27,100
1210,2024-01-09,Etobicoke,Youth,Emergency,33,33,100
1211,2024-01-09,Etobicoke,Youth,Transitional,19,20,95
1212,2024-01-09,Scarborough,Youth,Emergency,10,10,100
1213,2024-01-09,Scarborough,Youth,Transitional,40,41,97.56
1216,2024-01-10,Toronto,Mixed Adult,Emergency,8,8,100
1221,2024-01-10,Toronto,Men,Emergency,42,42,100
1222,2024-01-10,Toronto,Men,Emergency,30,30,100
1223,2024-01-10,Toronto,Mixed Adult,Emergency,22,22,100
1226,2024-01-10,Toronto,Mixed Adult,Emergency,48,48,100
1227,2024-01-10,Toronto,Men,Transitional,14,18,77.78
1232,2024-01-10,Toronto,Men,Transitional,63,68,92.65
1233,2024-01-10,Toronto,Men,Transitional,47,48,97.92
1234,2024-01-10,Toronto,Men,Emergency,101,101,100
1238,2024-01-10,Toronto,Mixed Adult,Transitional,92,93,98.92
1239,2024-01-10,Toronto,Men,Emergency,62,62,100
1240,2024-01-10,Toronto,Men,Emergency,66,68,97.06
1241,2024-01-10,Toronto,Men,Emergency,121,121,100
1242,2024-01-10,Toronto,Men,Transitional,32,36,88.89
1243,2024-01-10,Toronto,Men,Emergency,16,16,100
1244,2024-01-10,Toronto,Men,Emergency,53,53,100
1245,2024-01-10,Toronto,Men,Emergency,105,105,100
1246,2024-01-10,Toronto,Mixed Adult,Transitional,33,35,94.29
1253,2024-01-10,Toronto,Women,Emergency,86,87,98.85
1254,2024-01-10,Toronto,Men,Emergency,28,28,100
1255,2024-01-10,Toronto,Youth,Transitional,2,2,100
1256,2024-01-10,Toronto,Youth,Emergency,94,94,100
1257,2024-01-10,Toronto,Youth,Emergency,30,30,100
1258,2024-01-10,Toronto,Youth,Transitional,27,28,96.43
1259,2024-01-10,Toronto,Mixed Adult,Emergency,78,78,100
1260,2024-01-10,Toronto,Mixed Adult,Emergency,119,119,100
1261,2024-01-10,Scarborough,Mixed Adult,Emergency,50,50,100
1263,2024-01-10,Toronto,Mixed Adult,Emergency,62,62,100
1264,2024-01-10,Toronto,Men,Emergency,30,30,100
